Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
txn_2966507,cookie,3,1.0,3.0,error,in-store,2023-04-25
txn_9752586,tea,2,1.5,3.0,digital wallet,,2023-06-14
txn_1324968,cookie,3,1.0,3.0,credit card,in-store,2023-01-05
txn_8424417,smoothie,2,,8.0,,takeaway,2023-10-21
txn_3985920,salad,5,5.0,25.0,digital wallet,in-store,2023-03-29
txn_7335526,sandwich,4,4.0,16.0,cash,in-store,2023-06-03
txn_5989987,smoothie,4,4.0,16.0,cash,,2023-08-02
txn_8132632,tea,3,1.5,4.5,,unknown,2023-07-26
txn_2408294,sandwich,4,4.0,16.0,digital wallet,in-store,2023-12-26
txn_7380756,salad,1,5.0,5.0,digital wallet,takeaway,2023-10-16
txn_1145888,coffee,4,2.0,8.0,,,2023-01-26
txn_3845754,tea,4,1.5,6.0,,takeaway,2023-11-25
txn_1315214,tea,2,1.5,3.0,digital wallet,in-store,2023-11-03
txn_7602467,cookie,1,1.0,1.0,credit card,takeaway,2023-10-17
txn_1672708,salad,4,5.0,20.0,,,2023-04-04
txn_4979250,tea,3,1.5,4.5,cash,in-store,2023-11-01
txn_2809397,salad,2,5.0,10.0,digital wallet,takeaway,2023-09-13
txn_8752130,juice,2,3.0,6.0,credit card,takeaway,2023-10-23
txn_7326075,cookie,1,,1.0,cash,,2023-06-12
txn_9134257,coffee,,2.0,6.0,digital wallet,takeaway,2023-05-19
txn_9944832,coffee,3,2.0,6.0,,,2023-12-25
txn_8329302,juice,unknown,3.0,9.0,,takeaway,
txn_9639317,cake,3,3.0,9.0,cash,,2023-12-28
txn_7707761,tea,3,1.5,4.5,credit card,,2023-03-08
txn_3177517,error,1,1.5,1.5,credit card,in-store,2023-02-22
txn_5353855,,3,4.0,12.0,credit card,takeaway,2023-12-24
txn_3106811,juice,3,3.0,9.0,cash,takeaway,2023-09-27
txn_3475342,juice,3,3.0,9.0,,in-store,2023-04-24
txn_8017663,coffee,2,2.0,4.0,,,2023-05-18
txn_6309965,cake,5,3.0,15.0,digital wallet,takeaway,2023-06-14
txn_7146871,coffee,,2.0,4.0,,,2023-09-20
txn_2661443,juice,2,3.0,6.0,credit card,,2023-06-30
txn_6954434,juice,3,,9.0,cash,takeaway,2023-02-23
txn_3578712,tea,5,,7.5,credit card,,2023-08-15
txn_6131350,sandwich,2,,8.0,credit card,,2023-09-28
txn_9207050,cookie,5,1.0,5.0,digital wallet,in-store,2023-07-21
txn_5351656,tea,1,1.5,1.5,,takeaway,2023-03-02
txn_8905718,tea,5,1.5,7.5,,in-store,2023-09-07
txn_1938148,cake,2,3.0,6.0,credit card,takeaway,2023-06-07
txn_2024598,sandwich,1,4.0,4.0,digital wallet,in-store,2023-01-01
txn_7145872,salad,5,5.0,25.0,digital wallet,takeaway,2023-04-15
txn_8140560,cake,5,3.0,15.0,error,takeaway,2023-06-29
txn_6591756,cookie,5,1.0,5.0,,,2023-03-09
txn_9004306,coffee,4,2.0,8.0,credit card,in-store,2023-05-26
txn_7899686,unknown,1,4.0,4.0,digital wallet,takeaway,2023-09-09
txn_7092761,salad,4,5.0,20.0,unknown,,2023-05-11
txn_6360436,cake,2,3.0,6.0,digital wallet,takeaway,2023-09-13
txn_3295247,coffee,5,2.0,10.0,digital wallet,,2023-08-25
txn_5822344,sandwich,5,4.0,20.0,cash,in-store,2023-09-27
txn_4266069,coffee,1,2.0,2.0,,,2023-12-25
txn_9470768,smoothie,5,4.0,20.0,credit card,,2023-09-27
txn_1540181,tea,3,1.5,4.5,,takeaway,2023-08-17
txn_6688020,salad,5,5.0,25.0,unknown,,2023-09-05
txn_4181147,coffee,4,2.0,8.0,,takeaway,2023-02-18
txn_7211792,tea,3,1.5,4.5,error,takeaway,2023-11-27
txn_6568978,cake,3,3.0,9.0,digital wallet,,2023-03-12
txn_6670607,juice,5,3.0,,,takeaway,2023-01-06
txn_9773606,tea,2,1.5,3.0,cash,takeaway,2023-12-04
txn_9762035,smoothie,1,4.0,4.0,cash,takeaway,2023-08-21
txn_4493661,sandwich,1,4.0,4.0,cash,,2023-07-08
txn_4617139,juice,4,,12.0,,,2023-04-12
txn_5339625,smoothie,5,4.0,20.0,digital wallet,error,2023-06-29
txn_9657636,cake,1,3.0,3.0,cash,takeaway,2023-07-08
txn_1375992,coffee,5,2.0,10.0,credit card,in-store,2023-03-23
txn_2077318,juice,2,3.0,6.0,digital wallet,in-store,2023-08-24
txn_8232653,salad,5,5.0,25.0,cash,,2023-04-21
txn_4624436,sandwich,1,4.0,4.0,,,2023-05-22
txn_6158865,cookie,1,1.0,1.0,digital wallet,,2023-11-27
txn_6148337,cookie,2,1.0,2.0,,in-store,2023-09-27
txn_9096951,smoothie,3,4.0,12.0,cash,takeaway,2023-06-28
txn_7080148,cake,3,3.0,9.0,,,2023-12-30
txn_4275169,salad,1,5.0,5.0,,takeaway,2023-06-27
txn_9005396,juice,4,3.0,12.0,cash,,2023-08-10
txn_2466036,coffee,5,2.0,10.0,,takeaway,2023-08-31
txn_1533790,cake,,3.0,12.0,digital wallet,takeaway,2023-07-21
txn_7090165,sandwich,5,4.0,20.0,digital wallet,in-store,2023-08-30
txn_9533792,cookie,3,1.0,3.0,digital wallet,in-store,2023-09-01
txn_4995910,cake,5,3.0,,error,,2023-03-10
txn_9174916,coffee,3,2.0,6.0,credit card,,2023-06-21
txn_8121601,juice,4,3.0,,error,in-store,2023-07-02
txn_5882077,sandwich,3,4.0,12.0,,takeaway,2023-03-10
txn_3163681,sandwich,2,4.0,8.0,,,2023-05-11
txn_2849719,coffee,5,2.0,10.0,digital wallet,takeaway,2023-06-23
txn_9623460,sandwich,3,4.0,12.0,digital wallet,in-store,2023-01-17
txn_3359704,salad,3,5.0,15.0,digital wallet,in-store,2023-07-23
txn_7093219,smoothie,4,4.0,16.0,credit card,,2023-06-06
txn_2444408,sandwich,2,4.0,8.0,digital wallet,in-store,2023-05-11
txn_2475111,cookie,3,1.0,3.0,,takeaway,2023-03-31
txn_3296152,salad,3,5.0,15.0,credit card,in-store,2023-10-20
txn_5157855,salad,1,5.0,5.0,digital wallet,,2023-08-18
txn_2887411,smoothie,2,4.0,8.0,cash,in-store,2023-01-16
txn_7543369,tea,5,1.5,7.5,digital wallet,takeaway,2023-11-18
txn_9561441,tea,5,1.5,7.5,cash,in-store,2023-11-11
txn_5595584,smoothie,2,4.0,8.0,error,in-store,2023-10-19
txn_1158197,coffee,2,2.0,4.0,,takeaway,2023-05-21
txn_3633955,sandwich,4,4.0,16.0,cash,in-store,2023-09-20
txn_2761949,salad,3,5.0,15.0,credit card,in-store,2023-10-01
txn_4967355,sandwich,2,4.0,8.0,,in-store,2023-04-25
txn_8062897,smoothie,2,4.0,8.0,digital wallet,takeaway,2023-10-02
txn_4831426,juice,4,3.0,12.0,credit card,,2023-02-27
txn_3995843,unknown,3,4.0,,,in-store,2023-12-31
txn_4284492,juice,3,3.0,9.0,,takeaway,2023-05-30
txn_9942634,tea,5,1.5,7.5,,takeaway,2023-01-17
txn_7104682,cookie,5,1.0,5.0,,takeaway,2023-08-31
txn_5745955,smoothie,4,4.0,16.0,credit card,,
txn_6866209,smoothie,5,4.0,20.0,digital wallet,in-store,2023-05-20
txn_7573801,cake,2,3.0,6.0,error,in-store,2023-12-14
txn_9681880,coffee,3,2.0,6.0,cash,in-store,2023-03-21
txn_2559288,salad,4,5.0,20.0,credit card,,2023-12-27
txn_9188692,cake,error,3.0,,credit card,,2023-12-01
txn_2936975,tea,1,1.5,1.5,digital wallet,takeaway,2023-10-05
txn_5027125,salad,3,5.0,15.0,cash,in-store,2023-07-06
txn_7433758,cookie,1,1.0,1.0,cash,,2023-06-09
txn_2092288,coffee,1,2.0,2.0,credit card,takeaway,2023-03-30
txn_5701303,coffee,1,2.0,2.0,digital wallet,takeaway,2023-09-08
txn_7323833,error,3,4.0,,credit card,,2023-04-09
txn_5161371,cake,2,3.0,6.0,credit card,in-store,2023-01-17
txn_6228918,cake,1,3.0,3.0,digital wallet,in-store,
txn_1132566,cake,3,3.0,9.0,cash,,2023-02-27
txn_3713527,cookie,4,1.0,4.0,error,takeaway,2023-03-08
txn_1719440,cookie,5,1.0,5.0,digital wallet,takeaway,2023-07-13
txn_6273703,tea,2,1.5,3.0,credit card,,2023-12-24
txn_2050017,sandwich,4,4.0,16.0,,takeaway,2023-03-24
txn_6797827,sandwich,1,4.0,4.0,credit card,,2023-06-16
txn_6885626,cake,5,3.0,15.0,unknown,in-store,2023-08-06
txn_3729074,salad,3,5.0,15.0,credit card,in-store,2023-04-15
txn_7418962,smoothie,4,4.0,16.0,cash,,2023-03-07
txn_7217537,salad,3,5.0,15.0,cash,in-store,2023-12-19
txn_7904970,tea,error,1.5,3.0,credit card,takeaway,2023-05-23
txn_8845592,sandwich,5,4.0,20.0,credit card,in-store,2023-11-12
txn_2402637,,2,4.0,8.0,,takeaway,2023-06-18
txn_2081985,coffee,2,2.0,4.0,digital wallet,unknown,2023-03-24
txn_5664467,tea,4,1.5,6.0,digital wallet,takeaway,2023-11-06
txn_2275523,tea,4,1.5,6.0,digital wallet,unknown,2023-09-02
txn_7230977,error,5,3.0,15.0,,takeaway,2023-08-24
txn_6451747,salad,4,5.0,20.0,cash,,2023-05-23
txn_2680626,cake,3,3.0,9.0,cash,in-store,2023-01-08
txn_8668840,cake,5,3.0,15.0,digital wallet,,2023-10-03
txn_5390428,juice,2,3.0,6.0,,in-store,2023-11-25
txn_5009367,juice,3,3.0,9.0,credit card,in-store,2023-04-19
txn_5930921,cookie,2,1.0,2.0,digital wallet,takeaway,
txn_3067854,cake,1,3.0,3.0,credit card,,2023-07-08
txn_6401072,smoothie,4,4.0,16.0,cash,takeaway,2023-07-28
txn_6377597,cookie,1,1.0,1.0,unknown,in-store,
txn_6799966,tea,4,1.5,6.0,digital wallet,,2023-03-03
txn_5080934,juice,,3.0,9.0,cash,takeaway,2023-12-10
txn_8684125,salad,2,5.0,10.0,credit card,in-store,2023-03-08
txn_1647077,smoothie,2,4.0,8.0,unknown,,2023-08-19
txn_9769782,smoothie,5,4.0,20.0,cash,takeaway,
txn_8167808,cake,3,3.0,9.0,cash,in-store,2023-02-03
txn_4541998,sandwich,unknown,4.0,4.0,,takeaway,2023-01-13
txn_3369789,sandwich,5,4.0,20.0,,,2023-04-15
txn_7973461,tea,3,1.5,4.5,unknown,in-store,2023-04-11
txn_7753587,cake,1,3.0,3.0,credit card,takeaway,2023-03-28
txn_4490958,coffee,2,2.0,4.0,,,2023-03-30
txn_8715515,error,5,3.0,15.0,credit card,takeaway,2023-07-23
txn_8242126,salad,4,5.0,20.0,digital wallet,in-store,2023-11-20
txn_2972659,tea,3,1.5,4.5,,,2023-12-16
txn_5685028,cake,5,3.0,15.0,digital wallet,takeaway,2023-08-12
txn_9835620,juice,2,3.0,,,,2023-06-09
txn_9245124,tea,4,1.5,6.0,digital wallet,in-store,2023-04-19
txn_8619762,smoothie,4,4.0,16.0,cash,takeaway,2023-08-05
txn_5983031,juice,3,3.0,9.0,digital wallet,in-store,2023-03-09
txn_8730549,smoothie,4,4.0,16.0,,takeaway,2023-02-04
txn_6889867,sandwich,5,4.0,20.0,cash,,2023-03-07
txn_9035484,coffee,2,2.0,4.0,cash,,2023-06-29
txn_2505327,juice,2,3.0,,,,
txn_9972525,coffee,4,2.0,8.0,,,2023-07-31
txn_3315026,juice,5,3.0,15.0,cash,,2023-11-06
txn_3613385,cookie,3,1.0,3.0,,takeaway,2023-05-26
txn_9629541,sandwich,5,4.0,20.0,digital wallet,,2023-12-18
txn_7503640,salad,3,5.0,15.0,digital wallet,,2023-11-04
txn_1135761,error,3,3.0,9.0,digital wallet,,2023-01-30
txn_8558404,salad,error,5.0,20.0,digital wallet,in-store,2023-07-15
txn_8430735,juice,2,3.0,6.0,,,2023-10-25
txn_8279865,juice,1,,3.0,cash,,2023-07-18
txn_5906520,salad,2,5.0,10.0,error,,2023-01-31
txn_8250427,coffee,4,2.0,8.0,credit card,,2023-09-15
txn_9928337,juice,1,3.0,3.0,error,takeaway,2023-11-05
txn_7008306,salad,2,5.0,,unknown,,2023-04-11
txn_5603538,juice,3,3.0,9.0,cash,,2023-02-15
txn_7368648,tea,1,1.5,1.5,digital wallet,in-store,2023-03-09
txn_6220542,juice,3,3.0,9.0,,takeaway,2023-03-24
txn_3299535,coffee,3,2.0,6.0,,takeaway,2023-11-16
txn_1217959,juice,2,3.0,6.0,digital wallet,takeaway,2023-07-28
txn_4390633,tea,2,1.5,3.0,unknown,,2023-10-17
txn_5052998,juice,3,3.0,9.0,credit card,,2023-10-07
txn_5171332,tea,5,1.5,7.5,cash,takeaway,2023-02-05
txn_4798484,juice,3,3.0,9.0,,in-store,2023-08-09
txn_7905741,cookie,5,1.0,5.0,credit card,,2023-02-08
txn_6369875,tea,5,1.5,7.5,cash,,2023-10-04
txn_7840162,cookie,5,,5.0,cash,takeaway,2023-02-27
txn_9069297,cookie,4,1.0,4.0,credit card,in-store,2023-01-27
txn_5017038,sandwich,3,4.0,12.0,,,2023-05-25
txn_6748453,sandwich,5,4.0,20.0,,in-store,2023-05-08
txn_1678985,juice,2,3.0,6.0,cash,in-store,2023-07-16
txn_6697669,cake,5,3.0,15.0,cash,,2023-01-03
txn_3131555,sandwich,2,4.0,8.0,cash,takeaway,2023-12-04
txn_1617029,unknown,4,5.0,20.0,cash,takeaway,2023-05-15
txn_7785297,cookie,3,1.0,3.0,cash,,2023-12-06
txn_9432588,coffee,5,2.0,10.0,,,2023-07-26
txn_3313000,coffee,5,2.0,10.0,credit card,in-store,2023-01-08
txn_3120023,cookie,3,1.0,3.0,cash,in-store,2023-09-30
txn_7483257,sandwich,2,4.0,8.0,digital wallet,takeaway,2023-06-05
txn_3430842,cookie,2,1.0,2.0,cash,takeaway,2023-08-02
txn_9622300,salad,unknown,5.0,5.0,cash,takeaway,2023-06-23
txn_8822610,cake,4,3.0,12.0,,takeaway,2023-08-05
txn_8005089,salad,4,5.0,20.0,error,,2023-06-10
txn_7009420,sandwich,5,4.0,20.0,unknown,takeaway,2023-07-07
txn_5118667,coffee,4,2.0,8.0,cash,in-store,2023-12-12
txn_6533180,coffee,5,2.0,10.0,,takeaway,2023-05-03
txn_6989438,sandwich,4,4.0,16.0,cash,takeaway,2023-12-17
txn_3894820,sandwich,5,4.0,20.0,digital wallet,takeaway,
txn_7003185,tea,2,1.5,3.0,,,2023-06-03
txn_1139495,salad,3,5.0,15.0,digital wallet,,2023-02-19
txn_1256536,salad,1,5.0,5.0,error,takeaway,2023-12-16
txn_6437055,cake,1,3.0,3.0,unknown,,2023-10-22
txn_6212975,,1,4.0,4.0,credit card,takeaway,2023-06-08
txn_4223466,juice,4,3.0,12.0,digital wallet,takeaway,2023-05-31
txn_6684202,sandwich,1,4.0,4.0,,,2023-07-31
txn_7279066,unknown,5,3.0,15.0,digital wallet,takeaway,2023-09-09
txn_5032114,sandwich,2,4.0,8.0,,,2023-05-31
txn_3411281,cake,2,3.0,6.0,unknown,,2023-09-29
txn_6608817,sandwich,5,4.0,20.0,credit card,takeaway,2023-07-17
txn_4258943,sandwich,2,4.0,,credit card,in-store,2023-01-02
txn_1897660,tea,3,1.5,4.5,digital wallet,in-store,
txn_9774691,cake,3,3.0,9.0,credit card,takeaway,2023-04-11
txn_8556230,,5,1.0,5.0,cash,in-store,2023-05-21
txn_1522430,smoothie,3,4.0,12.0,credit card,,2023-12-06
txn_2797077,,2,5.0,10.0,,takeaway,2023-07-04
txn_7666909,juice,4,3.0,12.0,credit card,takeaway,2023-08-29
txn_9365558,salad,4,5.0,20.0,credit card,takeaway,2023-02-12
txn_6837601,salad,1,5.0,5.0,digital wallet,takeaway,2023-02-05
txn_1713983,salad,2,5.0,10.0,cash,in-store,2023-05-11
txn_4674417,cookie,5,1.0,,digital wallet,takeaway,2023-07-03
txn_4641838,cookie,5,1.0,5.0,credit card,,2023-04-30
txn_9315119,salad,2,5.0,10.0,,takeaway,2023-06-16
txn_2552405,juice,5,3.0,15.0,credit card,,2023-06-22
txn_3465980,cookie,4,1.0,4.0,cash,takeaway,2023-07-08
txn_4220189,tea,1,1.5,1.5,,takeaway,2023-08-16
txn_7343905,cake,1,3.0,3.0,digital wallet,in-store,2023-01-17
txn_9813938,sandwich,5,4.0,20.0,cash,,2023-06-30
txn_6129460,juice,5,3.0,15.0,cash,unknown,2023-11-19
txn_9470590,salad,1,5.0,5.0,credit card,takeaway,2023-04-11
txn_7212607,coffee,3,2.0,6.0,digital wallet,in-store,2023-08-06
txn_8384628,salad,3,5.0,15.0,credit card,takeaway,2023-08-22
txn_4200340,cake,5,3.0,15.0,cash,takeaway,2023-07-06
txn_9349052,,4,3.0,12.0,cash,,2023-10-31
txn_9749434,cake,5,3.0,15.0,credit card,takeaway,
txn_2693584,cookie,,1.0,3.0,,,2023-10-28
txn_4778105,juice,4,3.0,12.0,digital wallet,in-store,2023-10-08
txn_7804488,cookie,2,1.0,2.0,digital wallet,,2023-11-28
txn_4674667,coffee,2,2.0,4.0,,takeaway,2023-05-24
txn_8832852,sandwich,5,4.0,20.0,unknown,takeaway,
txn_4278785,salad,3,5.0,15.0,cash,in-store,2023-04-29
txn_4462052,cookie,1,1.0,1.0,cash,in-store,2023-10-12
txn_3379368,cake,5,3.0,15.0,credit card,,2023-05-26
txn_7651864,smoothie,4,4.0,16.0,digital wallet,unknown,2023-04-29
txn_7089173,juice,1,3.0,3.0,digital wallet,,2023-01-14
txn_1906642,cookie,4,1.0,4.0,,takeaway,2023-06-06
txn_5410349,error,5,3.0,15.0,credit card,takeaway,2023-03-05
txn_5234368,coffee,3,2.0,6.0,digital wallet,,2023-06-10
txn_5544904,salad,5,5.0,25.0,,,2023-04-19
txn_3376958,salad,4,5.0,20.0,,in-store,2023-10-31
txn_5446085,coffee,3,2.0,6.0,digital wallet,,2023-09-16
txn_9676940,juice,2,3.0,6.0,credit card,takeaway,2023-08-16
txn_2371941,juice,2,3.0,6.0,cash,,2023-01-26
txn_8980774,tea,4,1.5,6.0,,in-store,
txn_5708913,cake,2,3.0,6.0,cash,in-store,2023-04-29
txn_6310726,unknown,3,1.0,3.0,credit card,,2023-03-30
txn_4096816,error,3,2.0,6.0,digital wallet,takeaway,2023-11-02
txn_7451083,coffee,1,2.0,2.0,digital wallet,,2023-06-24
txn_5132082,salad,5,5.0,25.0,error,,2023-10-08
txn_7323040,cookie,3,1.0,3.0,,takeaway,2023-11-09
txn_9176418,smoothie,1,4.0,4.0,digital wallet,takeaway,2023-03-02
txn_9702662,unknown,4,,16.0,,takeaway,2023-07-10
txn_7612618,smoothie,4,4.0,16.0,credit card,error,2023-04-12
txn_7321789,juice,3,3.0,9.0,digital wallet,takeaway,2023-05-10
txn_3679126,cookie,1,1.0,1.0,cash,,2023-07-15
txn_2008137,coffee,4,2.0,8.0,,error,2023-10-07
txn_2622670,cake,5,3.0,15.0,digital wallet,unknown,2023-01-28
txn_4791105,error,3,4.0,,,takeaway,2023-05-18
txn_6882819,unknown,1,3.0,3.0,cash,error,2023-08-21
txn_2152670,tea,3,1.5,4.5,credit card,in-store,2023-12-24
txn_3482117,sandwich,2,4.0,8.0,,,2023-07-18
txn_1843989,error,5,1.0,5.0,,takeaway,2023-07-19
txn_4943715,coffee,5,2.0,10.0,digital wallet,,2023-10-06
txn_8571836,juice,3,,9.0,cash,error,2023-12-27
txn_2544176,tea,3,1.5,4.5,,takeaway,2023-12-19
txn_1589264,,2,5.0,10.0,cash,,2023-07-26
txn_1379209,tea,5,1.5,7.5,,in-store,2023-02-06
txn_2515920,error,3,3.0,9.0,cash,in-store,2023-10-02
txn_6496099,coffee,,2.0,10.0,digital wallet,,2023-07-21
txn_8696065,smoothie,3,4.0,12.0,credit card,in-store,2023-11-04
txn_4746320,cookie,2,1.0,2.0,error,takeaway,2023-04-02
txn_1250407,cookie,1,1.0,1.0,credit card,takeaway,2023-11-21
txn_1617476,cake,2,3.0,6.0,digital wallet,in-store,2023-02-10
txn_4196578,tea,2,1.5,3.0,credit card,,2023-06-26
txn_9725461,smoothie,3,4.0,12.0,credit card,in-store,2023-11-25
txn_2975443,salad,5,5.0,25.0,,takeaway,2023-12-31
txn_1000555,tea,1,1.5,1.5,credit card,in-store,2023-10-19
txn_1622411,salad,2,5.0,10.0,unknown,takeaway,2023-07-23
txn_9429128,coffee,,2.0,8.0,credit card,in-store,2023-12-19
txn_1056277,cookie,unknown,1.0,5.0,,,2023-02-06
txn_4801617,juice,5,3.0,15.0,,,2023-04-02
txn_1365285,juice,5,3.0,15.0,credit card,,2023-06-11
txn_3189677,smoothie,,4.0,4.0,,,2023-01-11
txn_3375399,cookie,,1.0,1.0,digital wallet,takeaway,2023-05-21
txn_9315755,cake,5,3.0,15.0,cash,takeaway,2023-09-26
txn_6853678,cookie,4,1.0,4.0,digital wallet,,2023-07-23
txn_6530886,coffee,1,2.0,,credit card,,2023-10-21
txn_3530720,smoothie,5,4.0,20.0,digital wallet,in-store,2023-10-18
txn_3716067,tea,5,1.5,7.5,credit card,in-store,
txn_1410102,salad,1,5.0,5.0,cash,in-store,2023-06-23
txn_6977098,juice,5,3.0,15.0,credit card,in-store,2023-06-09
txn_7735237,cake,2,3.0,6.0,digital wallet,in-store,2023-01-13
txn_7510766,coffee,3,2.0,6.0,,in-store,2023-07-24
txn_3352256,sandwich,2,4.0,8.0,,takeaway,2023-09-08
txn_8494538,cake,4,3.0,12.0,,,2023-11-08
txn_8676769,salad,unknown,5.0,15.0,digital wallet,in-store,2023-06-16
txn_5282529,tea,5,1.5,7.5,credit card,takeaway,2023-04-13
txn_9495930,coffee,2,2.0,4.0,digital wallet,takeaway,2023-10-23
txn_3514492,juice,3,3.0,9.0,digital wallet,in-store,2023-02-23
txn_1349215,unknown,error,4.0,4.0,digital wallet,,2023-02-06
txn_7223646,cookie,unknown,1.0,5.0,credit card,,2023-09-19
txn_4033982,unknown,2,1.5,3.0,credit card,takeaway,2023-01-04
txn_1842697,unknown,5,,15.0,,,2023-10-25
txn_4227337,tea,4,1.5,6.0,digital wallet,takeaway,2023-12-15
txn_5790213,juice,3,3.0,9.0,cash,,2023-08-30
txn_3546261,tea,3,1.5,4.5,,takeaway,2023-03-20
txn_7119228,unknown,4,3.0,12.0,digital wallet,,2023-10-09
txn_3334257,sandwich,2,4.0,8.0,cash,unknown,2023-06-10
txn_5665767,tea,4,1.5,6.0,,,2023-08-22
txn_4527464,tea,4,1.5,6.0,,in-store,2023-08-09
txn_1011236,cake,1,3.0,3.0,cash,in-store,2023-02-08
txn_8293691,coffee,4,2.0,8.0,,,2023-06-30
txn_7463011,sandwich,2,4.0,8.0,,in-store,2023-01-22
txn_6872268,juice,2,3.0,6.0,digital wallet,in-store,2023-01-07
txn_3999554,coffee,1,2.0,,credit card,takeaway,2023-09-13
txn_9942247,coffee,2,2.0,,cash,takeaway,2023-10-15
txn_3687300,cookie,2,1.0,2.0,credit card,in-store,
txn_6113452,sandwich,2,4.0,8.0,cash,takeaway,2023-09-21
txn_1752617,tea,5,1.5,7.5,,takeaway,2023-09-05
txn_1949789,salad,2,5.0,10.0,,takeaway,2023-11-07
txn_7386089,sandwich,2,4.0,8.0,,in-store,2023-07-15
txn_6751134,sandwich,3,,12.0,,unknown,2023-01-12
txn_2731270,cake,1,3.0,3.0,,takeaway,2023-05-31
txn_8830813,coffee,unknown,2.0,2.0,cash,in-store,2023-06-18
txn_2548248,cake,4,3.0,12.0,error,takeaway,2023-06-28
txn_3026930,cake,2,3.0,6.0,cash,in-store,2023-03-23
txn_2824366,sandwich,4,4.0,16.0,error,in-store,2023-07-02
txn_2801651,juice,4,3.0,12.0,digital wallet,takeaway,2023-07-10
txn_5005592,coffee,1,2.0,2.0,credit card,in-store,2023-06-05
txn_8284313,salad,5,5.0,25.0,,,2023-11-20
txn_8058026,tea,1,1.5,1.5,error,takeaway,2023-05-19
txn_2182790,tea,5,1.5,7.5,credit card,takeaway,2023-05-05
txn_7251929,error,2,5.0,10.0,digital wallet,in-store,2023-01-31
txn_2145530,sandwich,3,4.0,12.0,digital wallet,error,2023-10-08
txn_4159861,juice,1,3.0,3.0,digital wallet,,2023-03-20
txn_4600614,sandwich,3,4.0,12.0,digital wallet,takeaway,2023-01-27
txn_1853298,cookie,5,1.0,5.0,credit card,,2023-01-02
txn_6600858,sandwich,3,4.0,12.0,cash,error,2023-03-27
txn_7494793,smoothie,5,,20.0,,takeaway,2023-12-29
txn_3968170,salad,1,5.0,5.0,,in-store,2023-08-05
txn_4628310,juice,4,3.0,12.0,credit card,takeaway,2023-04-20
txn_6110009,juice,5,3.0,15.0,,takeaway,2023-12-26
txn_8996187,salad,2,,10.0,credit card,in-store,2023-09-28
txn_3544792,sandwich,1,4.0,4.0,digital wallet,,2023-06-27
txn_2353057,cake,3,3.0,9.0,unknown,takeaway,2023-08-04
txn_6013295,juice,2,3.0,6.0,cash,takeaway,2023-11-07
txn_3200195,juice,3,3.0,9.0,digital wallet,in-store,2023-05-04
txn_4860027,cookie,5,1.0,5.0,digital wallet,takeaway,2023-07-28
txn_3509437,,4,4.0,16.0,,in-store,2023-12-06
txn_5442505,cake,4,,12.0,digital wallet,takeaway,2023-09-07
txn_4708410,cake,4,3.0,12.0,digital wallet,in-store,2023-10-08
txn_4847617,sandwich,4,4.0,,credit card,,2023-08-04
txn_1898329,cake,5,3.0,15.0,cash,in-store,2023-04-12
txn_2508266,cookie,1,1.0,1.0,error,,2023-01-28
txn_1945918,juice,2,3.0,6.0,,unknown,2023-09-12
txn_8147057,juice,1,3.0,3.0,digital wallet,in-store,2023-08-21
txn_9546556,,5,3.0,15.0,cash,in-store,2023-08-18
txn_4935258,cake,2,3.0,6.0,credit card,,2023-09-14
txn_5588239,cookie,1,1.0,1.0,digital wallet,takeaway,2023-03-31
txn_6575599,coffee,5,2.0,10.0,digital wallet,takeaway,2023-10-09
txn_9382156,tea,5,1.5,7.5,error,takeaway,2023-06-02
txn_1229376,cake,3,3.0,9.0,digital wallet,in-store,2023-08-14
txn_1732216,coffee,3,2.0,6.0,digital wallet,takeaway,2023-08-30
txn_1756717,smoothie,3,4.0,12.0,credit card,unknown,2023-01-22
txn_8188857,cake,1,3.0,3.0,,,2023-12-21
txn_9783697,sandwich,1,4.0,4.0,digital wallet,takeaway,2023-07-14
txn_6991253,juice,3,3.0,9.0,,in-store,2023-12-13
txn_7177487,tea,error,1.5,6.0,credit card,,2023-09-07
txn_8444245,error,1,3.0,3.0,cash,,2023-01-30
txn_3224756,cake,2,3.0,6.0,credit card,takeaway,2023-11-20
txn_3421456,cake,unknown,3.0,3.0,unknown,,2023-09-05
txn_9421618,cake,3,3.0,9.0,cash,error,2023-02-21
txn_9054741,juice,1,3.0,3.0,credit card,takeaway,2023-06-24
txn_9063299,cake,4,3.0,12.0,digital wallet,in-store,2023-06-15
txn_4318159,coffee,4,2.0,8.0,digital wallet,,2023-03-30
txn_8127390,tea,3,1.5,4.5,,in-store,2023-01-19
txn_9682798,cake,3,3.0,,cash,in-store,2023-09-15
txn_9716971,salad,4,5.0,20.0,digital wallet,unknown,2023-06-21
txn_7827797,salad,3,5.0,,,takeaway,2023-06-30
txn_4343391,cookie,5,1.0,5.0,cash,takeaway,2023-06-01
txn_6877186,cookie,2,1.0,2.0,credit card,in-store,2023-12-05
txn_8162049,sandwich,1,4.0,4.0,digital wallet,,
txn_6559173,smoothie,5,4.0,20.0,unknown,,2023-08-09
txn_9818498,smoothie,3,4.0,12.0,credit card,takeaway,2023-09-01
txn_2520102,coffee,1,2.0,2.0,digital wallet,,2023-03-08
txn_9155044,sandwich,3,4.0,12.0,credit card,in-store,2023-02-28
